name,country,tier,display,cost,rent,cost_source,rent_source,salary_h1b,fh,ubs_risk,prod_cost_delta%,prod_rent_delta%
维也纳,奥地利,A,keep,3547,1564,v4:US3200×geomean(wbPLI=0.79;digPLI=0.97)×prem1.1×Eurostat-PLI1.15,InsideAirbnb×13.6,,93,,29.3,4.2
布拉格,捷克,A,keep,1724,1480,v4:US3200×geomean(wbPLI=0.56;digPLI=0.63)×prem1.1×Eurostat-PLI0.83,InsideAirbnb×13.6,,94,,-21,28.6
华沙,波兰,B,keep,1262,480,v4:US3200×geomean(wbPLI=0.49;digPLI=0.75)×prem1.1×Eurostat-PLI0.59,cost×rentShare(0.38),,80,,-27.1,-45.5
里斯本,葡萄牙,B,keep,1916,728,v4:US3200×geomean(wbPLI=0.57;digPLI=0.72)×prem1.1×Eurostat-PLI0.85,cost×rentShare(0.38),,96,,-14,-38.3
雅典,希腊,A,keep,1659,933,v4:US3200×geomean(wbPLI=0.56;digPLI=0.56)×prem1.1×Eurostat-PLI0.84,InsideAirbnb×10.2,,85,,-25.1,-20.3
伊斯坦布尔,土耳其,A,keep,299,669,v4:US3200×geomean(wbPLI=0.35;digPLI=0.19)×prem1×Eurostat-PLI0.36,InsideAirbnb×10.2,,33,,-75.8,12.4
墨西哥城,墨西哥,C,warn,2117,677,v4:US3200×geomean(wbPLI=0.54;digPLI=0.56)×prem1.2×none1.00,cost×rentShare(0.32),,60,,125,24.4
圣保罗,巴西,C,warn,1623,519,v4:US3200×geomean(wbPLI=0.46;digPLI=0.39)×prem1.2×none1.00,cost×rentShare(0.32),,72,low,-11.4,-27.8
里约热内卢,巴西,B,keep,1352,709,v4:US3200×geomean(wbPLI=0.46;digPLI=0.39)×prem1×none1.00,InsideAirbnb×10.2,,72,,-14.6,10.1
迈阿密,美国,S,keep,3573,2665,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1×BEA-RPP1.13,Zillow-ZORI-2026-03-31,h1b(6prof,n=15),83,high,-11,3.1
华盛顿,美国,S,keep,3857,2347,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1.1×BEA-RPP1.10,Zillow-ZORI-2026-03-31,h1b(8prof,n=28),83,,-2.1,-7.5
波士顿,美国,S,keep,3567,3148,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1×BEA-RPP1.12,Zillow-ZORI-2026-03-31,h1b(9prof,n=44),83,,-11,22
西雅图,美国,S,keep,3570,2192,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1×BEA-RPP1.12,Zillow-ZORI-2026-03-31,h1b(11prof,n=50),83,,-11,-15.1
丹佛,美国,S,keep,3360,1858,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1×BEA-RPP1.06,Zillow-ZORI-2026-03-31,h1b(5prof,n=9),83,,-11,-23.6
奥斯汀,美国,S,keep,3195,1579,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1×BEA-RPP1.01,Zillow-ZORI-2026-03-31,h1b(11prof,n=39),83,,-11,-31.7
温哥华,加拿大,A,keep,2511,1279,v4:US3200×geomean(wbPLI=0.84;digPLI=0.73)×prem1×none1.00,StatCan-CMHC-2024,,97,moderate,-4.5,-25.2
蒙特利尔,加拿大,A,keep,2511,760,v4:US3200×geomean(wbPLI=0.84;digPLI=0.73)×prem1×none1.00,StatCan-CMHC-2024,,97,,4,-51.1
